date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,month,supplier_lead_days,day,quarter,is_weekend,lag_1,lag_7,rolling_mean_7,product_category_Beauty,product_category_Electronics,product_category_Home,product_category_Sports,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
2022-02-03,P014,15.0,23708.76,32,28,0,0.0,2,9,3,1,0,24.0,8.0,16.857142857142858,False,True,False,False,False,False,True,False,False,False
2022-02-03,P036,25.0,977.57,87,22,0,0.0,2,8,3,1,0,34.0,34.0,32.42857142857143,True,False,False,False,False,False,True,False,False,False
2022-02-03,P020,19.0,19352.21,79,45,0,0.0,2,8,3,1,0,23.0,23.0,17.571428571428573,False,True,False,False,False,False,True,False,False,False
2022-02-04,P020,13.0,18990.34,66,45,0,0.0,2,8,4,1,0,19.0,17.0,17.0,False,True,False,False,False,False,False,True,False,False
2022-02-04,P041,12.0,18293.29,234,68,0,0.0,2,2,4,1,0,12.0,16.0,15.285714285714286,False,True,False,False,False,False,False,True,False,False
2022-02-04,P027,8.0,11148.94,138,62,0,0.0,2,14,4,1,0,15.0,14.0,16.0,False,True,False,False,False,False,False,True,False,False
2022-02-04,P006,15.0,9946.23,215,79,0,0.0,2,13,4,1,0,15.0,18.0,21.571428571428573,False,True,False,False,False,False,False,True,False,False
2022-02-04,P011,13.0,6749.95,-87,27,0,0.0,2,4,4,1,0,15.0,23.0,19.142857142857142,False,True,False,False,False,False,False,True,False,False
2022-02-05,P049,33.0,1149.94,77,23,0,0.0,2,8,5,1,1,34.0,32.0,28.571428571428573,False,False,False,False,False,False,False,False,True,False
2022-02-06,P029,38.0,1312.08,43,41,0,0.0,2,13,6,1,1,15.0,24.0,28.571428571428573,False,False,False,False,False,False,False,False,False,True
2022-02-06,P006,19.0,9925.5,196,79,0,0.0,2,13,6,1,1,15.0,26.0,21.142857142857142,False,True,False,False,False,False,False,False,False,True
2022-02-06,P041,18.0,18374.44,216,68,0,0.0,2,2,6,1,1,12.0,10.0,14.714285714285714,False,True,False,False,False,False,False,False,False,True
2022-02-07,P011,13.0,6431.71,76,27,0,0.0,2,4,7,1,0,13.0,29.0,17.714285714285715,False,True,False,False,False,False,False,False,False,False
2022-02-07,P041,16.0,18254.8,200,68,0,0.0,2,2,7,1,0,18.0,19.0,15.857142857142858,False,True,False,False,False,False,False,False,False,False
2022-02-07,P043,19.0,13758.04,265,68,0,0.0,2,6,7,1,0,16.0,21.0,15.285714285714286,False,True,False,False,False,False,False,False,False,False
2022-02-07,P021,24.0,2818.73,256,58,0,0.0,2,12,7,1,0,22.0,36.0,27.571428571428573,False,False,False,False,False,False,False,False,False,False
2022-02-07,P027,13.0,11274.03,125,62,0,0.0,2,14,7,1,0,8.0,14.0,15.142857142857142,False,True,False,False,False,False,False,False,False,False
2022-02-08,P046,20.0,1007.6,88,56,0,0.0,2,2,8,1,0,16.0,23.0,21.0,False,False,True,False,True,False,False,False,False,False
2022-02-08,P028,28.0,1118.63,224,51,0,0.0,2,8,8,1,0,32.0,40.0,31.142857142857142,False,False,False,False,True,False,False,False,False,False
2022-02-08,P016,21.0,8995.51,70,43,0,0.0,2,6,8,1,0,13.0,17.0,13.857142857142858,False,True,False,False,True,False,False,False,False,False
2022-02-08,P007,25.0,14789.8,107,60,0,0.0,2,14,8,1,0,14.0,13.0,16.571428571428573,False,True,False,False,True,False,False,False,False,False
2022-02-09,P014,17.0,22595.02,71,28,0,0.0,2,9,9,1,0,15.0,20.0,17.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-02-09,P006,13.0,10478.7,183,79,0,0.0,2,13,9,1,0,19.0,17.0,20.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-02-09,P041,15.0,17932.32,185,68,0,0.0,2,2,9,1,0,16.0,16.0,15.428571428571429,False,True,False,False,False,True,False,False,False,False
2022-02-10,P043,19.0,13277.84,246,68,0,0.0,2,6,10,1,0,19.0,17.0,15.0,False,True,False,False,False,False,True,False,False,False
2022-02-10,P034,15.0,2518.96,104,52,0,0.0,2,2,10,1,0,18.0,27.0,20.428571428571427,False,False,False,True,False,False,True,False,False,False
2022-02-10,P011,16.0,6590.93,60,27,0,0.0,2,4,10,1,0,13.0,24.0,15.428571428571429,False,True,False,False,False,False,True,False,False,False
2022-02-10,P007,25.0,14725.86,90,60,0,0.0,2,14,10,1,0,25.0,13.0,18.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-02-10,P049,21.0,1168.25,56,23,0,0.0,2,8,10,1,0,33.0,25.0,28.714285714285715,False,False,False,False,False,False,True,False,False,False
2022-02-11,P010,18.0,2024.75,94,43,0,0.0,2,12,11,1,0,12.0,21.0,22.0,False,False,True,False,False,False,False,True,False,False
2022-02-11,P007,18.0,14887.83,72,60,0,0.0,2,14,11,1,0,25.0,23.0,20.0,False,True,False,False,False,False,False,True,False,False
2022-02-11,P036,25.0,991.37,67,22,0,0.0,2,8,11,1,0,25.0,37.0,31.142857142857142,True,False,False,False,False,False,False,True,False,False
2022-02-12,P036,36.0,984.36,31,22,0,0.0,2,8,12,1,1,25.0,24.0,29.428571428571427,True,False,False,False,False,False,False,False,True,False
2022-02-12,P042,20.0,1164.3,75,31,0,0.0,2,8,12,1,1,27.0,17.0,29.0,False,False,False,False,False,False,False,False,True,False
2022-02-12,P029,30.0,1310.44,118,41,0,0.0,2,13,12,1,1,38.0,27.0,30.571428571428573,False,False,False,False,False,False,False,False,True,False
2022-02-12,P020,10.0,20026.17,56,45,0,0.0,2,8,12,1,1,13.0,13.0,16.428571428571427,False,True,False,False,False,False,False,False,True,False
2022-02-12,P021,34.0,2777.06,222,58,0,0.0,2,12,12,1,1,24.0,25.0,25.857142857142858,False,False,False,False,False,False,False,False,True,False
2022-02-12,P037,31.0,5753.61,70,46,0,0.0,2,10,12,1,1,15.0,19.0,16.714285714285715,False,True,False,False,False,False,False,False,True,False
2022-02-12,P010,18.0,2096.17,76,43,0,0.0,2,12,12,1,1,18.0,22.0,21.571428571428573,False,False,True,False,False,False,False,False,True,False
2022-02-12,P026,20.0,7186.64,119,42,0,0.0,2,8,12,1,1,23.0,31.0,21.571428571428573,False,False,True,False,False,False,False,False,True,False
2022-02-13,P005,16.0,8100.28,240,72,0,0.0,2,9,13,1,1,12.0,17.0,16.428571428571427,False,True,False,False,False,False,False,False,False,True
2022-02-13,P049,30.0,1184.62,26,23,0,0.0,2,8,13,1,1,21.0,28.0,28.142857142857142,False,False,False,False,False,False,False,False,False,True
2022-02-13,P020,14.0,30231.729999999996,179,45,0,0.0,2,8,13,1,1,10.0,17.0,16.0,False,True,False,False,False,False,False,False,False,True
2022-02-13,P039,20.0,2575.49,53,43,0,0.0,2,12,13,1,1,23.0,22.0,23.285714285714285,False,False,True,False,False,False,False,False,False,True
2022-02-13,P035,28.0,1722.0,262,76,0,0.0,2,5,13,1,1,17.0,21.0,23.571428571428573,False,False,False,True,False,False,False,False,False,True
2022-02-14,P020,12.0,19515.61,167,45,0,0.0,2,8,14,1,0,14.0,18.0,15.571428571428571,False,True,False,False,False,False,False,False,False,False
2022-02-14,P010,18.0,2052.34,58,43,0,0.0,2,12,14,1,0,18.0,39.0,21.0,False,False,True,False,False,False,False,False,False,False
2022-02-14,P027,13.0,11380.14,112,62,0,0.0,2,14,14,1,0,13.0,14.0,15.0,False,True,False,False,False,False,False,False,False,False
2022-02-14,P049,23.0,1163.76,80,23,0,0.0,2,8,14,1,0,30.0,21.0,28.428571428571427,False,False,False,False,False,False,False,False,False,False
2022-02-14,P016,21.0,9072.65,47,43,0,0.0,2,6,14,1,0,21.0,15.0,14.428571428571429,False,True,False,False,False,False,False,False,False,False
2022-02-15,P005,11.0,8351.51,229,72,0,0.0,2,9,15,1,0,16.0,20.0,16.285714285714285,False,True,False,False,True,False,False,False,False,False
2022-02-15,P012,25.0,4797.6,324,78,0,0.0,2,6,15,1,0,26.0,17.0,24.0,False,False,False,True,True,False,False,False,False,False
2022-02-15,P047,15.0,16777.84,41,21,0,0.0,2,6,15,1,0,20.0,12.0,18.142857142857142,False,True,False,False,True,False,False,False,False,False
2022-02-15,P043,15.0,13695.82,231,68,0,0.0,2,6,15,1,0,19.0,13.0,15.285714285714286,False,True,False,False,True,False,False,False,False,False
2022-02-15,P020,16.0,19048.12,151,45,0,0.0,2,8,15,1,0,12.0,12.0,14.714285714285714,False,True,False,False,True,False,False,False,False,False
2022-02-15,P024,13.0,2674.56,195,58,0,0.0,2,2,15,1,0,12.0,15.0,20.0,False,True,False,False,True,False,False,False,False,False
2022-02-16,P027,16.0,11363.83,96,62,0,0.0,2,14,16,1,0,13.0,22.0,14.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-02-16,P005,15.0,8166.96,214,72,0,0.0,2,9,16,1,0,11.0,18.0,15.0,False,True,False,False,False,True,False,False,False,False
2022-02-16,P001,20.0,23579.18,173,45,0,0.0,2,13,16,1,0,20.0,15.0,15.0,False,True,False,False,False,True,False,False,False,False
2022-02-16,P033,16.0,9184.44,297,74,0,0.0,2,13,16,1,0,12.0,18.0,20.0,False,True,False,False,False,True,False,False,False,False
2022-02-16,P049,19.0,1142.54,61,23,0,0.0,2,8,16,1,0,23.0,24.0,28.714285714285715,False,False,False,False,False,True,False,False,False,False
2022-02-16,P009,25.0,3444.01,132,43,0,0.0,2,2,16,1,0,23.0,26.0,26.142857142857142,False,False,False,False,False,True,False,False,False,False
2022-02-17,P028,28.0,1089.37,196,51,0,0.0,2,8,17,1,0,28.0,40.0,29.428571428571427,False,False,False,False,False,False,True,False,False,False
2022-02-17,P035,15.0,1749.85,247,76,0,0.0,2,5,17,1,0,28.0,41.0,24.571428571428573,False,False,False,True,False,False,True,False,False,False
2022-02-17,P009,25.0,3539.98,112,43,0,0.0,2,2,17,1,0,25.0,29.0,26.0,False,False,False,False,False,False,True,False,False,False
2022-02-17,P024,14.0,2712.48,181,58,0,0.0,2,2,17,1,0,13.0,15.0,19.714285714285715,False,True,False,False,False,False,True,False,False,False
2022-02-17,P014,18.0,23539.22,53,28,0,0.0,2,9,17,1,0,17.0,23.0,17.428571428571427,False,True,False,False,False,False,True,False,False,False
2022-02-18,P001,9.0,24401.76,164,45,0,0.0,2,13,18,1,0,20.0,11.0,15.714285714285714,False,True,False,False,False,False,False,True,False,False
2022-02-18,P007,22.0,14094.81,174,60,0,0.0,2,14,18,1,0,18.0,15.0,19.285714285714285,False,True,False,False,False,False,False,True,False,False
2022-02-18,P002,20.0,5835.77,149,55,0,0.0,2,9,18,1,0,32.0,22.0,22.857142857142858,False,False,False,True,False,False,False,True,False,False
2022-02-18,P047,16.0,16463.79,25,21,0,0.0,2,6,18,1,0,15.0,21.0,18.571428571428573,False,True,False,False,False,False,False,True,False,False
2022-02-19,P044,21.0,2114.1,142,36,0,0.0,2,12,19,1,1,31.0,26.0,26.428571428571427,False,False,False,True,False,False,False,False,True,False
2022-02-19,P028,35.0,1099.12,161,51,0,0.0,2,8,19,1,1,28.0,25.0,27.714285714285715,False,False,False,False,False,False,False,False,True,False
2022-02-19,P026,29.0,7420.21,90,42,0,0.0,2,8,19,1,1,20.0,15.0,20.0,False,False,True,False,False,False,False,False,True,False
2022-02-19,P035,24.0,1771.45,223,76,0,0.0,2,5,19,1,1,15.0,21.0,20.857142857142858,False,False,False,True,False,False,False,False,True,False
2022-02-19,P009,25.0,3480.74,87,43,0,0.0,2,2,19,1,1,25.0,31.0,25.428571428571427,False,False,False,False,False,False,False,False,True,False
2022-02-19,P031,26.0,713.97,154,47,0,0.0,2,13,19,1,1,29.0,28.0,27.285714285714285,False,False,False,False,False,False,False,False,True,False
2022-02-20,P042,29.0,1215.87,46,31,0,0.0,2,8,20,1,1,20.0,38.0,29.428571428571427,False,False,False,False,False,False,False,False,False,True
2022-02-20,P021,33.0,2725.89,189,58,0,0.0,2,12,20,1,1,34.0,33.0,27.142857142857142,False,False,False,False,False,False,False,False,False,True
2022-02-20,P047,17.0,16437.85,62,21,0,0.0,2,6,20,1,1,16.0,15.0,17.857142857142858,False,True,False,False,False,False,False,False,False,True
2022-02-20,P012,35.0,4852.59,289,78,0,0.0,2,6,20,1,1,25.0,17.0,25.142857142857142,False,False,False,True,False,False,False,False,False,True
2022-02-20,P031,35.0,735.69,119,47,0,0.0,2,13,20,1,1,26.0,34.0,27.0,False,False,False,False,False,False,False,False,False,True
2022-02-20,P016,18.0,9146.89,174,43,0,0.0,2,6,20,1,1,21.0,15.0,15.285714285714286,False,True,False,False,False,False,False,False,False,True
2022-02-20,P048,33.0,1864.95,95,51,0,0.0,2,7,20,1,1,27.0,29.0,27.714285714285715,False,False,False,False,False,False,False,False,False,True
2022-02-20,P009,29.0,3471.72,58,43,0,0.0,2,2,20,1,1,25.0,29.0,24.571428571428573,False,False,False,False,False,False,False,False,False,True
2022-02-21,P027,16.0,11555.51,80,62,0,0.0,2,14,21,1,0,16.0,15.0,14.0,False,True,False,False,False,False,False,False,False,False
2022-02-21,P037,16.0,5909.64,54,46,0,0.0,2,10,21,1,0,31.0,19.0,18.428571428571427,False,True,False,False,False,False,False,False,False,False
2022-02-21,P031,22.0,725.97,97,47,0,0.0,2,13,21,1,0,35.0,28.0,27.142857142857142,False,False,False,False,False,False,False,False,False,False
2022-02-21,P024,14.0,2724.98,165,58,0,0.0,2,2,21,1,0,14.0,32.0,19.571428571428573,False,True,False,False,False,False,False,False,False,False
2022-02-21,P035,23.0,1722.06,200,76,0,0.0,2,5,21,1,0,24.0,22.0,21.285714285714285,False,False,False,True,False,False,False,False,False,False
2022-02-21,P021,28.0,2707.38,161,58,0,0.0,2,12,21,1,0,33.0,26.0,27.142857142857142,False,False,False,False,False,False,False,False,False,False
2022-02-21,P015,12.0,12669.37,143,52,0,0.0,2,8,21,1,0,21.0,14.0,18.285714285714285,False,True,False,False,False,False,False,False,False,False
2022-02-21,P011,11.0,6559.85,49,27,0,0.0,2,4,21,1,0,16.0,17.0,14.285714285714286,False,True,False,False,False,False,False,False,False,False
2022-02-21,P049,23.0,1124.38,38,23,0,0.0,2,8,21,1,0,19.0,36.0,28.0,False,False,False,False,False,False,False,False,False,False
2022-02-22,P028,32.0,1076.33,129,51,0,0.0,2,8,22,1,0,35.0,38.0,29.142857142857142,False,False,False,False,True,False,False,False,False,False
2022-02-22,P047,10.0,16799.25,52,21,0,0.0,2,6,22,1,0,17.0,15.0,18.142857142857142,False,True,False,False,True,False,False,False,False,False
2022-02-22,P020,12.0,20007.53,139,45,0,0.0,2,8,22,1,0,16.0,23.0,15.285714285714286,False,True,False,False,True,False,False,False,False,False
2022-02-22,P026,19.0,7174.29,71,42,0,0.0,2,8,22,1,0,29.0,17.0,22.0,False,False,True,False,True,False,False,False,False,False
2022-02-22,P003,15.0,4806.47,222,79,0,0.0,2,10,22,1,0,22.0,29.0,26.285714285714285,False,False,True,False,True,False,False,False,False,False
2022-02-22,P012,17.0,4974.35,272,78,0,0.0,2,6,22,1,0,35.0,45.0,27.714285714285715,False,False,False,True,True,False,False,False,False,False
2022-02-22,P016,8.0,9021.37,166,43,0,0.0,2,6,22,1,0,18.0,12.0,15.714285714285714,False,True,False,False,True,False,False,False,False,False
2022-02-22,P049,19.0,1129.56,68,23,0,0.0,2,8,22,1,0,23.0,34.0,26.142857142857142,False,False,False,False,True,False,False,False,False,False
2022-02-23,P046,11.0,972.79,77,56,0,0.0,2,2,23,1,0,20.0,32.0,20.571428571428573,False,False,True,False,False,True,False,False,False,False
2022-02-23,P011,19.0,6652.14,30,27,0,0.0,2,4,23,1,0,11.0,13.0,13.428571428571429,False,True,False,False,False,True,False,False,False,False
2022-02-23,P027,8.0,11250.94,72,62,0,0.0,2,14,23,1,0,16.0,18.0,14.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-02-23,P007,17.0,30231.729999999996,157,60,0,0.0,2,14,23,1,0,22.0,17.0,20.285714285714285,False,True,False,False,False,True,False,False,False,False
2022-02-23,P040,23.0,1439.16,135,51,0,0.0,2,9,23,1,0,28.0,39.0,31.285714285714285,False,False,False,False,False,True,False,False,False,False
2022-02-24,P043,16.0,13319.55,215,68,0,0.0,2,6,24,1,0,15.0,15.0,15.571428571428571,False,True,False,False,False,False,True,False,False,False
2022-02-24,P014,21.0,23643.79,32,28,0,0.0,2,9,24,1,0,18.0,13.0,16.714285714285715,False,True,False,False,False,False,True,False,False,False
2022-02-24,P024,15.0,2777.38,150,58,0,0.0,2,2,24,1,0,14.0,36.0,17.0,False,True,False,False,False,False,True,False,False,False
2022-02-24,P002,22.0,5508.33,127,55,0,0.0,2,9,24,1,0,20.0,17.0,22.571428571428573,False,False,False,True,False,False,True,False,False,False
2022-02-24,P011,18.0,6730.85,82,27,0,0.0,2,4,24,1,0,19.0,13.0,14.285714285714286,False,True,False,False,False,False,True,False,False,False
2022-02-24,P005,17.0,8200.32,197,72,0,0.0,2,9,24,1,0,15.0,21.0,14.571428571428571,False,True,False,False,False,False,True,False,False,False
2022-02-24,P007,9.0,14863.02,148,60,0,0.0,2,14,24,1,0,17.0,21.0,20.285714285714285,False,True,False,False,False,False,True,False,False,False
2022-02-25,P049,32.0,1174.13,36,23,0,0.0,2,8,25,1,0,19.0,33.0,24.0,False,False,False,False,False,False,False,True,False,False
2022-02-25,P047,15.0,16131.47,37,21,0,0.0,2,6,25,1,0,10.0,19.0,17.428571428571427,False,True,False,False,False,False,False,True,False,False
2022-02-25,P044,20.0,20428.7,122,36,0,0.0,2,12,25,1,0,21.0,17.0,25.714285714285715,False,False,False,True,False,False,False,True,False,False
2022-02-25,P020,25.0,19765.23,114,45,0,0.0,2,8,25,1,0,12.0,19.0,13.714285714285714,False,True,False,False,False,False,False,True,False,False
2022-02-26,P008,33.0,2012.88,42,20,0,0.0,2,10,26,1,1,39.0,27.0,36.0,True,False,False,False,False,False,False,False,True,False
2022-02-26,P027,19.0,11099.94,279,62,0,0.0,2,14,26,1,1,8.0,15.0,12.714285714285714,False,True,False,False,False,False,False,False,True,False
2022-02-26,P024,15.0,2708.25,136,58,0,0.0,2,2,26,1,1,15.0,20.0,14.0,False,True,False,False,False,False,False,False,True,False
2022-02-26,P004,26.0,3296.47,46,40,0,0.0,2,14,26,1,1,22.0,23.0,26.285714285714285,False,False,False,False,False,False,False,False,True,False
2022-02-26,P042,29.0,1154.39,119,31,0,0.0,2,8,26,1,1,29.0,29.0,28.142857142857142,False,False,False,False,False,False,False,False,True,False
2022-02-26,P040,24.0,1412.57,111,51,0,0.0,2,9,26,1,1,23.0,27.0,29.0,False,False,False,False,False,False,False,False,True,False
2022-02-26,P043,21.0,13447.35,194,68,0,0.0,2,6,26,1,1,16.0,13.0,15.714285714285714,False,True,False,False,False,False,False,False,True,False
2022-02-26,P048,23.0,1959.68,72,51,0,0.0,2,7,26,1,1,33.0,29.0,28.285714285714285,False,False,False,False,False,False,False,False,True,False
2022-02-27,P026,24.0,7476.69,47,42,0,0.0,2,8,27,1,1,19.0,13.0,22.285714285714285,False,False,True,False,False,False,False,False,False,True
2022-02-27,P012,30.0,4746.04,242,78,0,0.0,2,6,27,1,1,17.0,16.0,23.714285714285715,False,False,False,True,False,False,False,False,False,True
2022-02-27,P042,29.0,1165.42,90,31,0,0.0,2,8,27,1,1,29.0,46.0,28.142857142857142,False,False,False,False,False,False,False,False,False,True
2022-02-27,P044,24.0,2045.58,98,36,0,0.0,2,12,27,1,1,20.0,46.0,26.142857142857142,False,False,False,True,False,False,False,False,False,True
2022-02-27,P008,41.0,2088.21,79,20,0,0.0,2,10,27,1,1,33.0,32.0,36.857142857142854,True,False,False,False,False,False,False,False,False,True
2022-02-27,P034,29.0,2484.92,75,52,0,0.0,2,2,27,1,1,15.0,18.0,18.714285714285715,False,False,False,True,False,False,False,False,False,True
2022-02-27,P033,15.0,9739.53,282,74,0,0.0,2,13,27,1,1,16.0,22.0,19.714285714285715,False,True,False,False,False,False,False,False,False,True
2022-02-27,P001,15.0,24474.52,149,45,0,0.0,2,13,27,1,1,9.0,17.0,15.428571428571429,False,True,False,False,False,False,False,False,False,True
2022-02-27,P040,33.0,1406.66,78,51,0,0.0,2,9,27,1,1,24.0,30.0,28.571428571428573,False,False,False,False,False,False,False,False,False,True
2022-02-27,P046,26.0,966.44,212,56,0,0.0,2,2,27,1,1,11.0,19.0,17.571428571428573,False,False,True,False,False,False,False,False,False,True
2022-02-28,P049,22.0,1126.26,71,23,0,0.0,2,8,28,1,0,32.0,21.0,23.857142857142858,False,False,False,False,False,False,False,False,False,False
2022-02-28,P043,15.0,13436.94,179,68,0,0.0,2,6,28,1,0,21.0,12.0,16.857142857142858,False,True,False,False,False,False,False,False,False,False
2022-02-28,P046,19.0,966.44,193,56,0,0.0,2,2,28,1,0,26.0,14.0,18.571428571428573,False,False,True,False,False,False,False,False,False,False
2022-02-28,P037,17.0,5843.27,197,46,0,0.0,2,10,28,1,0,16.0,18.0,18.0,False,True,False,False,False,False,False,False,False,False
2022-02-28,P036,32.0,959.44,78,22,0,0.0,2,8,28,1,0,36.0,32.0,31.142857142857142,True,False,False,False,False,False,False,False,False,False
2022-02-28,P029,25.0,1324.52,93,41,0,0.0,2,13,28,1,0,30.0,32.0,31.0,False,False,False,False,False,False,False,False,False,False
2022-03-01,P040,33.0,1397.14,241,51,0,0.0,3,9,1,1,0,33.0,34.0,29.0,False,False,False,False,True,False,False,False,False,False
2022-03-01,P028,24.0,1133.2,105,51,0,0.0,3,8,1,1,0,32.0,24.0,28.285714285714285,False,False,False,False,True,False,False,False,False,False
2022-03-01,P004,28.0,3455.24,136,40,0,0.0,3,14,1,1,0,26.0,23.0,26.714285714285715,False,False,False,False,True,False,False,False,False,False
2022-03-01,P048,27.0,1949.55,191,51,0,0.0,3,7,1,1,0,23.0,25.0,27.428571428571427,False,False,False,False,True,False,False,False,False,False
2022-03-01,P044,26.0,2019.45,72,36,0,0.0,3,12,1,1,0,24.0,22.0,23.0,False,False,False,True,True,False,False,False,False,False
2022-03-01,P033,17.0,9383.13,265,74,0,0.0,3,13,1,1,0,15.0,17.0,18.714285714285715,False,True,False,False,True,False,False,False,False,False
2022-03-01,P010,21.0,2067.58,180,43,0,0.0,3,12,1,1,0,18.0,21.0,18.0,False,False,True,False,True,False,False,False,False,False
2022-03-02,P004,20.0,3455.2,116,40,0,0.0,3,14,2,1,0,28.0,31.0,27.428571428571427,False,False,False,False,False,True,False,False,False,False
2022-03-02,P024,23.0,2692.77,113,58,0,0.0,3,2,2,1,0,15.0,10.0,13.285714285714286,False,True,False,False,False,True,False,False,False,False
2022-03-02,P005,18.0,8176.76,179,72,0,0.0,3,9,2,1,0,17.0,14.0,14.0,False,True,False,False,False,True,False,False,False,False
2022-03-02,P037,17.0,5723.88,180,46,0,0.0,3,10,2,1,0,17.0,14.0,17.857142857142858,False,True,False,False,False,True,False,False,False,False
2022-03-02,P038,19.0,13039.53,157,52,0,0.0,3,4,2,1,0,24.0,17.0,21.428571428571427,False,True,False,False,False,True,False,False,False,False
2022-03-02,P016,17.0,9326.0,149,43,0,0.0,3,6,2,1,0,8.0,11.0,15.142857142857142,False,True,False,False,False,True,False,False,False,False
2022-03-02,P007,16.0,14191.84,132,60,0,0.0,3,14,2,1,0,9.0,14.0,18.571428571428573,False,True,False,False,False,True,False,False,False,False
2022-03-02,P018,24.0,3231.76,53,20,0,0.0,3,4,2,1,0,21.0,19.0,24.285714285714285,False,False,False,False,False,True,False,False,False,False
2022-03-02,P049,17.0,1123.2,54,23,0,0.0,3,8,2,1,0,22.0,30.0,24.0,False,False,False,False,False,True,False,False,False,False
2022-03-02,P034,13.0,2489.47,62,52,0,0.0,3,2,2,1,0,29.0,19.0,20.285714285714285,False,False,False,True,False,True,False,False,False,False
2022-03-03,P032,13.0,6998.78,81,39,0,0.0,3,12,3,1,0,20.0,10.0,16.857142857142858,False,True,False,False,False,False,True,False,False,False
2022-03-03,P015,15.0,12397.07,128,52,0,0.0,3,8,3,1,0,12.0,15.0,18.0,False,True,False,False,False,False,True,False,False,False
2022-03-03,P019,29.0,750.14,115,33,0,0.0,3,4,3,1,0,24.0,21.0,23.428571428571427,False,False,False,False,False,False,True,False,False,False
2022-03-03,P031,22.0,739.74,75,47,0,0.0,3,13,3,1,0,22.0,20.0,26.285714285714285,False,False,False,False,False,False,True,False,False,False
2022-03-03,P006,23.0,10087.14,160,79,0,0.0,3,13,3,1,0,13.0,29.0,19.571428571428573,False,True,False,False,False,False,True,False,False,False
2022-03-03,P016,17.0,9088.46,132,43,0,0.0,3,6,3,1,0,17.0,14.0,16.0,False,True,False,False,False,False,True,False,False,False
2022-03-03,P014,12.0,23695.21,101,28,0,0.0,3,9,3,1,0,21.0,16.0,17.857142857142858,False,True,False,False,False,False,True,False,False,False
2022-03-03,P024,14.0,2723.28,99,58,0,0.0,3,2,3,1,0,23.0,12.0,15.142857142857142,False,True,False,False,False,False,True,False,False,False
2022-03-03,P044,32.0,2064.3,40,36,0,0.0,3,12,3,1,0,26.0,23.0,23.571428571428573,False,False,False,True,False,False,True,False,False,False
